"id","nom","visuel","raison_sociale","adresse1","adresse2","adresse3","code_postal","ville","latitude","longitude","SIRET","APE","RCS","agence_CTRB","licence_agrement","tel_fixe","tel_mobile","fax","email","site_web","resa_directe","type_hotel","categorie","nb_chambre_pref","nb_chambre_dispo_location","nb_chambre","nb_chambre_familiales","nb_suites","nb_chambre_pers_mobilite_reduite","nb_salle_reunion","label","chaine","description","ouverture","langue","animaux_acceptes","resa_derniere_minute","parking_autocars","groupes_acceptes","groupe_nb_mini","groupe_nb_maxi","gratuite_groupes","commissionnement_agence_voyages","mode_paiement","confort","equipement","service","activites","description_animations","tarif_mini_chambre_double_hors_petit_dej","tarif_maxi_chambre_double_hors_petit_dej","tarif_mini_chambre_familiale","tarif_maxi_chambre_familiale","tarif_mini_suite","tarif_maxi_suite","tarif_mini_petit_dej","tarif_maxi_petit_dej","tarif_mini_demi_pension","tarif_maxi_demi_pension","tarif_mini_VRP_diner_petit_dej","tarif_maxi_VRP_diner_petit_dej","tarif_mini_groupe_chambre_double_petit_dej","tarif_maxi_groupe_chambre_double_petit_dej","tarif_mini_groupe_demi_pension","tarif_maxi_groupe_demi_pension"
"121","""",,"Chèques Vacances","Accès Internet, Télévision","Bar, Garage privé, Local matériel fermé, Parking privé, Restaurant, Jeux pour enfants","Service en chambre",,,"48.0","57.0","60.0","66.0",,,"6.0","7.0","58.0","70.0","56.0","65.0","48.0","57.0","48.0","50.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"122","Hôtel-Restaurant du Morvan","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146285.jpg","Hôtel-Restaurant du Morvan","Place de la Mairie",,,"71990","Saint-Léger-sous-Beuvray","46,9247105","4,11026","44228633200014","551A",,,,"03 85 82 51 06",,"03 85 82 45 07",,"http://www.hoteldumorvan.com",,"Hôtels - restaurant",,"7.0","7.0","7","2.0",,,"1.0",,,"Hôtel-restaurant-café de village entre Autun et le Mont-Beuvray, au cœur du Parc naturel régional du Morvan, à 4 kilomètres de Bibracte, proche du circuit de Saint-Jacques-de-Compostelle et de Saint-François-d'Assise. Accueil chaleureux et convivial. Cuisine régionale. Terrasse.","Fermé du 01/12/2010 au 31/01/2011.","Anglais","Oui","Oui","Oui","Oui",,"17.0",,,"Chèques Vacances","Accès Internet, Wifi","Jardin, Local matériel fermé, Restaurant, Bar","Wifi",,,"33.0","47.0","33","41",,,,"6.9","61.0","72.7","62.5",,,,,
"123","Hôtel-Restaurant du Nord",,"Hôtel-Restaurant du Nord","5, rue des Maréchaux",,,"71150","Fontaines","46,8500732","4,7704864",,,,,,"03 85 91 41 59",,"03 85 91 41 59","mailto: hoteldunordfontaines@orange.fr","http://www.hotel-du-nord-fontaines.fr",,"Hôtels - restaurant","1 étoile (hôtel), 1 étoile (nouveau classement)","13.0","13.0","13",,,,,,,,,,,,,,,,,,,,"Restaurant",,,,,,"0","0",,,,,,,,,,,,
"124","Hôtel-Restaurant entre Mer et Montagne","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146313.jpg","Hôtel-Restaurant entre Mer et Montagne","41, rue Bartoli",,,"71160","Digoin","46,479933","3,9816987","49177471700012","551A","491774717",,,"03 85 53 13 08",,"03 85 53 17 54","mailto: sergemorvan@wanadoo.fr",,,"Hôtels - restaurant","2 étoiles (hôtel), 2 étoiles (nouveau classement)","6.0","6.0","6","1.0",,,"1.0",,,"Entreprise familiale comprenant 6 chambres au premier étage. Au rez-de-chaussée, salle de restaurant, bar. Terrasse d'été et piscine. Wifi. Cyber café.","Ouvert toute l'année.","Anglais","Oui","Oui",,"Oui","10.","35.0",,,"Chèques Vacances","Télévision, Wifi, Accès Internet","Bar, Jardin, Jeux pour enfants, Parc, Parking privé, Restaurant","Service en chambre",,,"36.0","36.0","69","69",,,"5.0","5.0","50.0","50.0","52.0","52.0",,,,
"125","Hôtel-Restaurant Entre Terre et Mer",,"Hôtel-Restaurant Entre Terre et Mer","72, route du Canal",,,"71210","Écuisses","46,7590315","4,5143319",,,,,,"03 85 78 93 88",,,"mailto: entreterreetmer.info@free.fr",,,"Hôtels - restaurant",,,,"14",,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,
"126","Hôtel-Restaurant Ibis","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146192.jpg","Hôtel-Restaurant Ibis","3, rue Louis Aragon",,,"71400","Autun","46,9531237","4,3210748","43252702600020","551A",,,,"03 85 52 00 00",,"03 85 52 20 20","mailto: H3232@accor.com","http://www.ibishotel.com",,"Hôtels - restaurant","3 étoiles (hôtel), 3 étoiles (nouveau classement)","46.0","46.0","46",,,"2.0","2.0","Bourgogne Séminaires","Ibis","A quelques minutes du centre ville et intégré dans un ensemble bordé par la forêt de Planoise et le plan d'eau du Vallon. Accueil 24h/24. Chambres entièrement rénovées. Wifi. A proximité de l'hôtel : base de loisirs avec ","Ouvert toute l'année.","Anglais","Oui",,"Oui","Oui",,,,"Oui","Chèques Vacances","Accès Internet, Câble/ satellite, Canal +, Climatisation, Télévision, Wifi","Bar, Jardin, Parking privé, Restaurant",,,,,,"0","0",,,,,,,,,,,,
"127","Hôtel-Restaurant Jour et Nuit",,"Hôtel-Restaurant Jour et Nuit","33, rue Maréchal Leclerc",,,"71200","Le Creusot","46,8068407","4,4276059",,,,,,"03 85 80 05 51",,,"mailto: hoteljouretnuit@sfr.fr","http://www.jouretnuitlecreusot.fr",,"Hôtels - restaurant",,,,"10",,,,,,,"Pensées et décorées avec goût et subtilité, Erika et Bouziane ont su allier leur connaissance et leur passion mutuelle afin que vous vous sentiez comme dans un cocon aussi original que confortable.",,,,,,,,,,,,"Climatisation, Télévision",,"Wifi",,,,,"0","0",,,,,,,,,,,,
"128","Hôtel-Restaurant L'Amiral","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146378.jpg","Hôtel-Restaurant L'Amiral","6, place du Capitaine Giraud",,,"71510","Saint-Léger-sur-Dheune","46,8460507","4,6344269","42039647500014","551A","B420396475",,,"03 85 45 33 87",,"03 85 98 02 95","mailto: restaurant.lamiral@aliceadsl.fr",,,"Hôtels - restaurant","2 étoiles","9.0","7.0","7",,,,"3.0",,,"""Hôtel proche du port de plaisance et de la Voie Verte. Terrasse. Restaurant : cuisine traditionnelle, spécialités bourguignonnes.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"129","Sur commande : plateaux de fruits de mer (sur place ou à emporter).""",,"Anglais","Oui",,,"Oui","15.0","70.0","Gratuité pour le chauffeur du groupe.",,,"Accès Internet, Télévision","Bar, Garage privé, Restaurant",,,,,,,,,,,,"0",,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"130","Hôtel-Restaurant L'Auberge Fleurie","http://www.bourgogne-du-sud.com/images/bdd/photos/HOTBOU0710000278.jpg","Hôtel-Restaurant L'Auberge Fleurie","Le Bourg",,,"71540","Chissey-en-Morvan","47,1189227","4,2250397","33222135700020","551A","A332221357",,,"03 85 82 62 05",,"03 85 82 65 19",,,,"Hôtels - restaurant","2 étoiles","7.0","7.0","7",,,,"1.0",,,"Dans un petit village, une auberge au décor rustique qui offre une carte représentative du terroir.",,"Anglais","Oui",,,,,,,,"Chèques Vacances","Télévision","Bar, Jardin, Parking privé, Restaurant","Location ou prêt de vélos/VTT",,,,,"0","0",,,,,,,,,,,,
"131","Hôtel-Restaurant L'Estaminet","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146399.jpg","Hôtel-Restaurant L'Estaminet","Le Bourg",,,"71250","Mazille","46,3942648","4,6040452","37948863800071","551A",,,,"03 85 50 04 35","06 71 61 60 25",,,,,"Hôtels - restaurant","Sans étoile","6.0","6.0","6",,,,,,,"Hôtel familial dans l'esprit des maisons d'hôtes. Relais motards.",,,,,,,,,,,,,"Bar, Restaurant",,,,,,"0","0",,,,,,,,,,,,
"132","Hôtel-Restaurant L'Etape","http://www.bourgogne-du-sud.com/images/bdd/photos/HOTBOU0710000353.jpg","Hôtel-Restaurant L'Etape","Le Bourg",,,"71250","Blanot","46,473991","4,7347941","39953802400023",,"480537455",,,"03 85 50 03 63",,"03 85 50 03 63",,,,"Hôtels - restaurant","Sans étoile","5.0","7.0","5",,,,,,,"Frédérique et Stéphen vous accueillent dans leur chaleureuse auberge mâconnaise et vous proposent une cuisine de terroir variée et raffinée, un choix de vins soigneusement sélectionnés, des chambres simples et agréables.",,"Anglais","Oui",,"Oui","Oui",,"15.0",,"Oui",,,"Bar, Jardin, Restaurant",,,,,,"0","0",,,,,,,,,,,,
"133","Hôtel-Restaurant L'Orée des Vignes",,"Hôtel-Restaurant L'Orée des Vignes","Rue Pasteur",,,"71260","Fleurville","46,4516237","4,8850435","43752500900019","551A",,,,"03 85 33 11 75",,"03 85 33 93 95",,,,"Hôtels - restaurant","2 étoiles","8.0","8.0","8",,,,,,,"Une halte sympathique dans le Mâconnais pour apprécier une cuisine familiale et régionale dans un cadre reposant et attrayant.",,,,,,,,,,,,,"Restaurant",,,,,,"0","0",,,,,,,,,,,,
"134","Hôtel-Restaurant La Chaumière",,"Hôtel-Restaurant La Chaumière","Saint-Oyen",,,"71260","Montbellet","46,471578","4,8971105",,,,,,"03 85 33 10 41",,"03 85 33 12 99",,,,"Hôtels - restaurant","2 étoiles","10.0",,"10",,,,,,,,,,,,,,,,,,,,"Restaurant",,,,,,"0","0",,,,,,,,,,,,
"135","Hôtel-Restaurant La Grotte","http://www.bourgogne-du-sud.com/images/bdd/photos/HOTBOU0710000564.jpg","Hôtel-Restaurant La Grotte","Le Bourg",,,"71580","Sagy","46,6010953","5,3100172","43805111200011","551A",,,,"03 85 74 07 57","06 16 50 47 04","03 85 74 07 42","mailto: hotellagrotte@orange.fr","http://www.hostellerie-lagrotte.com",,"Hôtels - restaurant","2 étoiles","17.0","26.0","17",,,,"2.0",,,"Situé en pleine campagne, au calme. Idéal pour les amoureux de la nature. Balades, pêche, équitation à proximité. Restaurant piano-bar en fin de semaine. Salle et terrasse.",,"Anglais","Oui",,"Oui","Oui",,,,"Oui","Chèques Vacances","Accès Internet, Télévision","Bar, Discothèque, Jeux pour enfants, Parking privé, Piano bar, Restaurant",,,,,,"0","0",,,,,,,,,,,,
"136","Hôtel-Restaurant La Maison Blanche","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/160452.jpg","Hôtel-Restaurant La Maison Blanche","RN6 - La Maison Blanche",,,"71570","Romanèche-Thorins","46,1822968","4,7492656","44916020900010","551A",,,,"03 85 35 50 53",,"03 85 35 21 22","mailto: contact@hotel-lamaisonblanche.fr","http://www.hotel-lamaisonblanche.fr",,"Hôtels - restaurant","2 étoiles","7.0","7.0","7","4.0",,,,,,"Hôtel-restaurant situé à proximité du Mâconnais, au cœur du Moulin-à-Vent, tout près du parc zoologique Touroparc et du Hameau Duboeuf.","Fermé le dimanche soir et le lundi.","Anglais, Espagnol","Oui","Oui","Non","Non",,,,,,"Climatisation, Télévision, Accès Internet","Restaurant, Bar, Garage privé, Parking privé, Jeux pour enfants",,"Piscine plein-air",,"49.0",,"60","76",,,"6.5",,,,"60.0",,,,,
"137","Hôtel-Restaurant La Marande","http://www.bourgogne-du-sud.com/images/bdd/photos/HOTBOU0710000507.jpg ","Hôtel-Restaurant La Marande","Hameau de Mirande",,,"71260","Montbellet","46,4651643","4,8721531","38076044700017","551A",,,,"03 85 33 10 24",,"03 85 33 95 06","mailto: restaurant-la-marande@wanadoo.fr","http://www.hotel-restaurant-la-marande.com",,"Hôtels - restaurant","Sans étoile","5.0","5.0","5",,,,,"Tables et Auberges de France, Qualité Tourisme",,,"Fermé du 05/01 au 04/02, du 16/11 au 26/11 et le lundi et le mardi toute l'année sauf en juillet et août fermé le lundi et le mardi midi. ","Anglais, Allemand","Oui",,,,,,,,"Chèques Vacances","Télévision","Restaurant",,,,,,"0","0",,,,,,,,,,,,
"138","Hôtel-Restaurant La Montagne de Brancion","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146300.jpg","Hôtel-Restaurant La Montagne de Brancion","Brancion","Martailly-les-Brancion",,"71700","Tournus","46,540815","4,8008762","34252037600019","5510Z","A342520376",,,"03 85 51 12 40","06 07 04 77 02","03 85 51 18 64","mailto: lamontagnedebrancion@wanadoo.fr","http://www.brancion.com","http://www.secure-hotel-booking.com/la-montagne-de-brancion/2UFS/fr/dateselection?sid=d6a51f69-8a7f-4377-96e1-9e1be2c2485e","Hôtels - restaurant","4 étoiles (hôtel), 4 étoiles (nouveau classement)","16.0","16.0","16","1.0","4.0","1.0","1.0","Tables et Auberges de France","Châteaux et Hôtels Collection","""Hôtel 4* au charme design en pleine campagne au grand calme au milieu des vignes avec vue panoramique. Maison """"rouge Bourgogne"""" à l'ambiance très contemporaine. Grand confort moderne. Restaurant gastronomique avec terrasse, piscine chauffée, grand jardin fleuri, vols en ULM motoplaneur et randonnées pédestres.""","Ouvert tous les jours du 01/03/2013 au 31/12/2013.","Anglais, Allemand","Oui","Oui","Oui","Oui","10.","40.0","Proposition sur devis selon dates, nombre de personnes, durée du séjour.","Non",,"Câble/ satellite, Mini-bar, Télévision, Accès Internet, Wifi","Bar, Jardin, Jeux pour enfants, Local matériel fermé, Parking privé, Restaurant","Coffres clients, Service en chambre, Wifi","Piscine plein-air, Animation, Randonnée voie verte","Vols découverte en moto planeur avec J.MILLION.","110.","230.","127","127","220.","330.","8.0","18.0","125.0","240.0","90.0","110.0","65.0","115.0","100.0","175.0"
"139","Hôtel-Restaurant La Place","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146265.jpg","Hôtel-Restaurant La Place","Hameau de la Place","1, route de Cluny",,"71460","Malay","46,5770131","4,6949195","43434761300037","551A",,,,"03 85 50 15 08",,"03 85 50 13 23","mailto: contact@hoteldelaplace.com","http://www.hoteldelaplace.com",,"Hôtels - restaurant","2 étoiles (hôtel), 2 étoiles (nouveau classement)","30.0","30.0","30","4.0",,"2.0","2.0",,,"Jocelyne et Rémy Litaudon sont heureux de vous accueillir au cours d'une étape pour détente ou affaires, à l'hôtel-restaurant La Place dans un cadre agréable et reposant. Accueil chaleureux dans le calme et la verdure.","Fermé du 21/12/2012 au 01/02/2013.","Anglais","Oui",,"Oui","Oui","10.","150.","Gratuité chauffeur.","Oui","Chèques Vacances","Accès Internet, Câble/ satellite, Télévision, Wifi","Bar, Jardin, Jeux pour enfants, Parking privé, Restaurant","Service en chambre","Mini-golf, Piscine plein-air",,"59.0","66.0","66","84",,,"9.5","9.5","57.0","61.0","62.0","99.0","37.0","40.0","54.0","57.0"
"140","Hôtel-Restaurant La Reconce","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146314.jpg","Hôtel-Restaurant La Reconce","Le Bourg",,,"71600","Poisson","46,3849","4,12805","39197399700011","553A","B391973997",,,"03 85 81 10 72",,"03 85 81 64 34","mailto: La.Reconce@wanadoo.fr","http://www.hotel-lareconce.com",,"Hôtels - restaurant","3 étoiles (hôtel), 3 étoiles (nouveau classement)","7.0","7.0","7","1.0","1.0","1.0","1.0","Qualité Tourisme","Relais du Silence","Hôtel-restaurant de charme, gastronomique, au cœur d'un paisible petit village sur le circuit des églises romanes. Nombreux circuits pédestres, VTT.","Fermé en février. Ouvert tous les jours à partir du 01/05.","Anglais","Oui","Oui","Oui","Oui","12.","50.0",,"Non",,"Canal +, Mini-bar, Télévision, Wifi, Câble/ satellite","Bar, Jardin, Jeux pour enfants, Parc, Parking privé, Restaurant","Wifi",,,"74.0","158.","0","0","114.","158.","12.0","12.0",,,"85.0",,,,,
"141","Hôtel-Restaurant La Rose des Vents","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146398.jpg","Hôtel-Restaurant La Rose des Vents","28, route de la Brume",,,"71710","Saint-Symphorien-de-Marmagne","46,8398631","4,3299787","44477920100011","551A","444779201",,,"03 85 78 39 78","06 81 49 52 91","03 85 78 39 77","mailto: larosedesvents71@wanadoo.fr","http://www.larosedesvents71.com",,"Hôtels - restaurant","2 étoiles (nouveau classement), 2 étoiles (hôtel)","17.0","17.0","17",,"2.0","2.0","2.0",,,"Dans un cadre verdoyant et calme, La Rose des Vents vous propose son hôtel**, son restaurant panoramique et son service traiteur.",,"Anglais","Oui",,"Oui","Oui",,,,,,"Télévision, Accès Internet, Canal +, Wifi","Bar, Jardin, Local matériel fermé, Parking privé, Restaurant","Service en chambre","Tennis",,,,"0","0",,,,,,,,,,,,
"142","Hôtel-Restaurant La Tête Noire",,"Hôtel-Restaurant La Tête Noire","3, rue de l'Arquebuse",,,"71400","Autun","46,9497842","4,2994211","34938787800011","55.10.Z","34938787878","Oui",,"03 85 86 59 99",,"03 85 86 33 90","mailto: welcome@hoteltetenoire.fr","http://www.hoteltetenoire.fr","http://ldf.reservit.com/reservit/reserhotel.php?id=12&partid=378&hotelid=655","Hôtels - restaurant","2 étoiles","31.0","31.0","31",,,"2.0","2.0","Logis, Qualité Tourisme","Logis","Hôtel-restaurant, au centre ville d'Autun, à 10 minutes à pied de la cathédrale et du théâtre romain. Parking à proximité. Chambre douillette agréable avec ascenseur. Petit-déjeuner buffet.","Ouvert du 28/01/2013 au 20/12/2013.","Anglais, Allemand","Oui","Oui","Non","Oui","15.",,"1 gratuité pour 20 personnes payantes.","Oui","Chèques Vacances","Accès Internet, Câble/ satellite, Canal +, Télévision, Wifi","Ascenseur, Restaurant","Coffres clients, Service en chambre",,,"79.0","93.0","87","102",,,"11.0",,"67.0","104.0","80.0","92.0","39.0","44.0","59.0","64.0"
"143","Hôtel-Restaurant La Tourelle du Beffroi","http://www.bourgogne-du-sud.com/images/bdd/photos/HOTBOU0710000561.jpg","Hôtel-Restaurant La Tourelle du Beffroi","17, place de la Mairie",,,"71140","Bourbon-Lancy","46,6188628","3,7728826","430215418","551C","430215418",,"Habilitation 071 040003","03 85 89 39 20","06 14 86 33 59","03 85 89 39 29","mailto: hotellatourelle@aol.com","http://www.hotellatourelle.fr",,"Hôtels - restaurant","2 étoiles","8.0","8.0","8","3.0",,"1.0","1.0","Aventures Mômes, Tour de Bourgogne à vélo",,"Petit hôtel plein de charme, situé dans le quartier piétonnier. Calme, très confortable. Certaines chambres disposent d'une cheminée. Parquet au sol. Jardin. Terrasse. Wifi. Espace gym.","Ouvert toute l'année.","Français, Anglais","Oui","Oui","Oui","Oui","10.","20.0",,"Oui","Chèques Vacances","Accès Internet, Climatisation, Télévision, Wifi","Jardin, Jeux pour enfants, Local matériel fermé, Restaurant, Salle de sport",,"Golf, Randonnée voie verte, Tennis",,,,"0","0",,,,,,,,,,,,
"144","Hôtel-Restaurant Le Barbier des Bois","http://www.bourgogne-du-sud.com/images/bdd/photos/HOTBOU0710000575.jpg","Hôtel-Restaurant Le Barbier des Bois","Route de Cuiseaux",,,"71500","Bruailles","46,595116","5,2356589","45002646300015","553A",,,,"03 85 75 55 65",,"03 85 75 70 56","mailto: info@barbierdesbois.com","http://www.barbierdesbois.com","http://ldf.reservit.com/reservit/reserhotel.php?id=12&partid=378&hotelid=11884","Hôtels - restaurant","3 étoiles (nouveau classement), 3 étoiles (hôtel)","15.0","15.0","15",,,"1.0","1.0","Logis, Qualité Tourisme","Logis","Ancienne ferme bressane rénovée dans un style néo-rétro. Cuisine raffinée dans une ambiance chaleureuse. Repos, calme et verdure pour des moments privilégiés seul ou entre amis.","Ouvert toute l'année.","Anglais, Allemand","Oui",,"Oui","Oui",,"65.0",,"Oui",,"Accès Internet, Câble/ satellite, Climatisation, Mini-bar, Télévision","Bar, Jardin, Jeux pour enfants, Local matériel fermé, Parc, Parking privé, Restaurant","Service en chambre","Piscine plein-air",,,,"0","0",,,,,,,,,,,,
"145","Hôtel-Restaurant Le Bourgogne","http://www.bourgogne-du-sud.com/images/bdd/photos/HOTBOU0710000570.jpg","Hôtel-Restaurant Le Bourgogne","Place Schneider","2, rue de la Verrerie",,"71200","Le Creusot","46,8054919","4,4201844",,,,,,"03 85 80 32 02",,"03 85 80 07 30","mailto: info@lebourgogne.com","http://www.lebourgogne.com",,"Hôtels - restaurant","2 étoiles","15.0","15.0","15",,,"1.0","1.0",,,"Téléphone, salle de bains, toilettes, télévision dans les chambres.","Ouvert toute l'année.","Anglais","Oui",,"Oui","Oui","15.","25.0",,,,"Accès Internet, Télévision","Bar, Restaurant","Wifi",,,"65.0","65.0","92","0",,,"7.5",,,,,,,,,
"146","Hôtel-Restaurant Le Chagny","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/173330.jpg","Hôtel-Restaurant Le Chagny","RN6",,,"71150","Chagny","46,9105871","4,7523079",,,,,,"03 85 87 67 67",,"03 85 43 88 24","mailto: reservation@hotel-le-chagny.fr","http://www.hotel-le-chagny.fr","http://reservation-hotel.logishotels.","Hôtels","2 étoiles","20.0","20.0","20","6.0",,,"1.0","Tour de Bourgogne à vélo, Logis, Qualité ","Logis","Après un an de complète rénovation en 2010, tout a été mis en œuvre pour ",,"Allemand, Anglais","Oui",,"Oui","Oui","12.","46.0","Les consulter.","Oui","Chèques Vacances","Climatisation, Télévision, Accès Internet","Bar, Garage privé, Jardin, Local matériel fermé, ","Service en chambre, Wifi","Golf, Piscine couverte, Piscine plein-air, ",,"59.0","69.0","69","69",,,"7.5","7.5","65.0","75.0","65.0","75.0","39.0","41.0","65.0","75.0"
"147","Hôtel-Restaurant Le Château d'Igé","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146362.jpg","Hôtel-Restaurant Le Château d'Igé","252, rue du Château",,,"71960","Igé","46,399321","4,741176","37940498100019","5510Z","379404981",,,"03 85 33 33 99",,"03 85 33 41 41","mailto: contact@chateaudige.com","http://chateaudige.com",,"Hôtels - restaurant","4 étoiles (nouveau classement), 4 étoiles (hôtel)","17.0","17.0","17",,"7.0",,"3.0","Qualité Tourisme","Châteaux et Hôtels Collection","Château du XIIIème siècle, élégant et raffiné. Joli jardin fleuri. Toutes les chambres sont situées dans le château. Charme et sérénité.",,"Anglais, Allemand, Espagnol","Oui",,"Oui","Oui",,"16.0",,"Oui",,"Accès Internet, Câble/ satellite, Télévision, Wifi","Bar, Garage privé, Jardin, Parc, Parking privé, Restaurant","Coffres clients, Service en chambre, Location ou prêt de vélos/VTT","Golf",,"97.0","173.","127","127","193.","259.","9.5","16.0","159.0","285.0",,,,,,
"148","Hôtel-Restaurant Le Château de Fleurville","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146358.jpg","Hôtel-Restaurant Le Château de Fleurville","Rue du Glamont",,,"71260","Fleurville","46,4440415","4,8815088","43026415000011","551A","430264150",,,"03 85 27 91 30","06 80 48 58 26","03 85 27 91 29","mailto: chateaufleurville@free.fr","http://www.chateau-de-fleurville.com/",,"Hôtels - restaurant","3 étoiles","15.0","15.0","15",,"1.0","1.0","1.0","Qualité Tourisme","Châteaux et Hôtels Collection","Situé entre Tournus et Mâcon, le Château de Fleurville édifié en 1624 par les Comtes de Fleurville a été amoureusement restauré depuis 2000. Sa belle façade de pierre de Bourgogne et sa haute tour ronde dominent un magnifique parc de 2 hectares aux frondaisons séculaires. Piscine chauffée, jacuzzi, sauna et tennis pour les loisirs… golf de Mâcon La Salle à 5 minutes. Vous pourrez profiter de la Voie Bleue pour vous promener face au château en vélo ou à pied et pourquoi pas faire un pique-nique au bord de ","Ouvert du 18/02/2011 au 13/11/2011.","Anglais, Allemand","Oui","Oui","Oui","Oui","15.","30.0",,"Oui",,"Câble/ satellite, Climatisation, Mini-bar, Télévision, Wifi","Bar, Jardin, Jeux pour enfants, Local matériel fermé, Parc, Parking privé, Restaurant","Location de matériel de sport, Service en chambre, Location ou prêt de vélos/VTT","Piscine plein-air, Tennis, Sauna",,"120.","175.","127","127","280.","330.","15.0","20.0","135.0","150.0",,,,,,
"149","Hôtel-Restaurant Le Cussyssois",,"Hôtel-Restaurant Le Cussyssois",,,,"71550","Cussy-en-Morvan","47,089324","4,1640433","32476271500013","6708",,,,"03 85 54 60 11",,"03 85 54 61 30",,,,"Hôtels - restaurant",,"7.0",,"7",,,,,,,,,,,,,,,,,,,,"Restaurant",,,,,,"0","0",,,,,,,,,,,,
"150","Hôtel-Restaurant Le Dracy","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146238.jpg","Hôtel-Restaurant Le Dracy","4, rue du Pressoir",,,"71640","Dracy-le-Fort","46,7985905","4,7814131","33032780000018","551A","B330327800",,,"03 85 87 81 81",,"03 85 87 77 49","mailto: info@ledracy.com","http://www.ledracy.com","http://ldf.reservit.com/reservit/reserhotel.php?id=12&partid=378&hotelid=133","Hôtels - restaurant","3 étoiles (hôtel), 3 étoiles (nouveau classement)","47.0","47.0","47",,,"1.0","5.0","Qualité Tourisme, Logis, Tour de Bourgogne à vélo, Bourgogne Séminaires","Logis","Proche de Chalon-sur-Saône, sur la route d'Autun, à quelques kilomètres de Beaune. Parc avec piscine. Chambres personnalisées avec mobilier de style, toutes avec salle de bain, wc séparé, téléphone, télévision, mini-bar. Vaste parking devant l'hôtel.","Ouvert toute l'année.","Anglais, Allemand","Oui","Oui","Oui","Oui","20.","60.0",,"Oui","Chèques Vacances","Accès Internet, Câble/ satellite, Canal +, Mini-bar, Télévision","Bar, Jardin, Parc, Parking privé, Restaurant","Service en chambre","Piscine plein-air",,"90.0","140.","110","127",,,"13.0","13.0",,,"98.0","118.0","48.0","58.0","62.0","72.0"
"151","Hôtel-Restaurant Le Fleurvil","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146240.jpg","Hôtel-Restaurant Le Fleurvil","Rue Rabelais",,,"71260","Fleurville","46,4457853","4,8796015","40791677400018","551A",,,,"03 85 27 90 90",,"03 85 27 93 99","mailto: hotellefleurvil@free.fr","htpp://www.lefleurvil.fr","http://ldf.reservit.com/reservit/reserhotel.php?id=12&partid=378&hotelid=1228","Hôtels - restaurant","2 étoiles","10.0","9.0","9","2.0",,,,"Logis, Qualité Tourisme, Tour de Bourgogne à vélo","Logis","Tradition et gastronomie au carrefour de la Bresse, du Mâconnais et du Lyonnais. Chambres personnalisées tout confort. Restaurant non fumeur.","Fermé le lundi et le mardi.","Anglais","Oui",,,,,,,"Non","Chèques Vacances",,"Parking privé","Wifi",,,,"58.0","72","0",,,,"7.5","62.0",,"68.0",,,,,
"152","Hôtel-Restaurant Le Lion d'Or","http://www.bourgogne-du-sud.com/images/bdd/photos/HOTBOU0710000378.jpg","Hôtel-Restaurant Le Lion d'Or","Place Occidentale",,,"71470","Romenay","46,5022001","5,0668052","40313885200013","551A","B40313885295",,,"03 85 40 30 78",,"03 85 40 80 55","mailto: liondor.romenay@orange.fr",,"http://ldf.reservit.com/reservit/reserhotel.php?id=12&partid=378&hotelid=1731","Hôtels - restaurant","2 étoiles","9.0","8.0","8",,,,,"Logis, Qualité Tourisme","Logis","Au cœur de la Bresse Bourguignonne. Chambres tout confort, personnalisées. Plusieurs salles sont disponibles pour les repas d'affaires, réunions de famille...",,"Anglais","Oui",,"Oui","Oui",,,,,"Chèques Vacances","Accès Internet, Télévision","Bar, Local matériel fermé, Restaurant","Service en chambre",,,,,"0","0",,,,,,,,,,,,
